subset,slide_id,patch_id,biological_class,medical_center
normal-UMCU,normal_103,9240,normal,UMCU
normal-UMCU,normal_125,12509,normal,UMCU
normal-RUMC,normal_061,30859,normal,RUMC
tumor-UMCU,tumor_110,9131,tumor,UMCU
tumor-UMCU,tumor_102,59304,tumor,UMCU
tumor-UMCU,test_114,18664,tumor,UMCU
tumor-UMCU,tumor_088,45428,tumor,UMCU
tumor-RUMC,tumor_055,49598,tumor,RUMC
tumor-RUMC,tumor_055,54346,tumor,RUMC
tumor-UMCU,tumor_088,45594,tumor,UMCU
tumor-RUMC,test_068,31427,tumor,RUMC
tumor-RUMC,tumor_064,20487,tumor,RUMC
tumor-UMCU,tumor_090,16112,tumor,UMCU
tumor-UMCU,tumor_102,15658,tumor,UMCU
tumor-RUMC,test_021,57242,tumor,RUMC
tumor-UMCU,tumor_090,16997,tumor,UMCU
normal-RUMC,normal_059,49006,normal,RUMC
normal-RUMC,normal_094,48881,normal,RUMC
normal-UMCU,normal_116,15728,normal,UMCU
tumor-RUMC,tumor_016,33563,tumor,RUMC
normal-RUMC,test_056,49593,normal,RUMC
normal-UMCU,normal_137,16966,normal,UMCU
tumor-RUMC,tumor_011,65884,tumor,RUMC
normal-RUMC,normal_054,13653,normal,RUMC
tumor-RUMC,tumor_011,67188,tumor,RUMC
normal-UMCU,normal_103,5744,normal,UMCU
tumor-RUMC,tumor_047,59729,tumor,RUMC
normal-UMCU,normal_125,16538,normal,UMCU
tumor-UMCU,tumor_078,10516,tumor,UMCU
normal-RUMC,test_007,43471,normal,RUMC
tumor-UMCU,tumor_085,9863,tumor,UMCU
tumor-RUMC,test_068,34024,tumor,RUMC
normal-UMCU,test_034,21018,normal,UMCU
normal-RUMC,normal_061,60778,normal,RUMC
normal-UMCU,test_095,4666,normal,UMCU
tumor-UMCU,test_073,42349,tumor,UMCU
tumor-UMCU,tumor_089,37701,tumor,UMCU
tumor-RUMC,tumor_054,49862,tumor,RUMC
tumor-RUMC,test_021,20571,tumor,RUMC
tumor-RUMC,test_090,39134,tumor,RUMC
normal-UMCU,normal_125,27458,normal,UMCU
normal-RUMC,normal_054,13648,normal,RUMC
tumor-RUMC,tumor_026,26983,tumor,RUMC
normal-RUMC,normal_094,42827,normal,RUMC
normal-RUMC,normal_059,54262,normal,RUMC
normal-RUMC,normal_059,49804,normal,RUMC
normal-RUMC,normal_064,49406,normal,RUMC
tumor-UMCU,tumor_095,10870,tumor,UMCU
normal-UMCU,normal_138,57061,normal,UMCU
normal-UMCU,normal_116,3813,normal,UMCU
normal-UMCU,normal_150,11492,normal,UMCU
tumor-RUMC,tumor_044,47869,tumor,RUMC
tumor-UMCU,test_016,5188,tumor,UMCU
tumor-UMCU,tumor_089,17077,tumor,UMCU
normal-RUMC,normal_064,43009,normal,RUMC
normal-RUMC,test_059,37248,normal,RUMC
normal-RUMC,normal_027,67178,normal,RUMC
normal-UMCU,normal_130,11747,normal,UMCU
normal-UMCU,normal_121,16877,normal,UMCU
normal-RUMC,normal_027,68465,normal,RUMC
normal-RUMC,normal_061,48554,normal,RUMC
normal-RUMC,normal_059,50377,normal,RUMC
normal-UMCU,normal_130,5883,normal,UMCU
tumor-UMCU,tumor_072,6566,tumor,UMCU
normal-UMCU,test_095,5008,normal,UMCU
normal-UMCU,normal_112,45256,normal,UMCU
tumor-UMCU,test_016,9596,tumor,UMCU
tumor-RUMC,test_021,43981,tumor,RUMC
tumor-UMCU,test_113,18810,tumor,UMCU
tumor-UMCU,test_105,28088,tumor,UMCU
tumor-UMCU,tumor_110,11106,tumor,UMCU
normal-UMCU,normal_101,12094,normal,UMCU
normal-RUMC,test_035,66323,normal,RUMC
normal-UMCU,test_034,6471,normal,UMCU
tumor-UMCU,test_026,7566,tumor,UMCU
normal-UMCU,test_034,16487,normal,UMCU
normal-UMCU,normal_103,3546,normal,UMCU
tumor-RUMC,tumor_009,20235,tumor,RUMC
tumor-UMCU,tumor_088,44889,tumor,UMCU
tumor-RUMC,test_040,45603,tumor,RUMC
tumor-UMCU,tumor_109,31049,tumor,UMCU
normal-UMCU,normal_112,45888,normal,UMCU
tumor-UMCU,tumor_102,60117,tumor,UMCU
normal-RUMC,test_081,65741,normal,RUMC
normal-UMCU,normal_101,10684,normal,UMCU
normal-RUMC,normal_059,60629,normal,RUMC
normal-RUMC,normal_035,22713,normal,RUMC
tumor-UMCU,tumor_102,61541,tumor,UMCU
normal-RUMC,test_081,63004,normal,RUMC
tumor-UMCU,tumor_110,10598,tumor,UMCU
tumor-RUMC,tumor_009,20668,tumor,RUMC
tumor-RUMC,test_090,21541,tumor,RUMC
tumor-RUMC,tumor_054,55514,tumor,RUMC
normal-RUMC,normal_097,64810,normal,RUMC
normal-UMCU,normal_133,37694,normal,UMCU
normal-UMCU,normal_150,3381,normal,UMCU
normal-RUMC,test_007,41345,normal,RUMC
tumor-RUMC,test_068,39643,tumor,RUMC
normal-UMCU,normal_147,12172,normal,UMCU
tumor-RUMC,tumor_009,62588,tumor,RUMC
normal-UMCU,normal_137,41863,normal,UMCU
normal-UMCU,normal_130,13160,normal,UMCU
normal-UMCU,normal_130,6207,normal,UMCU
tumor-RUMC,tumor_039,52508,tumor,RUMC
normal-RUMC,normal_027,41753,normal,RUMC
tumor-RUMC,test_021,22803,tumor,RUMC
tumor-UMCU,tumor_095,28882,tumor,UMCU
tumor-RUMC,tumor_011,47732,tumor,RUMC
normal-UMCU,normal_101,15378,normal,UMCU
tumor-UMCU,tumor_102,56053,tumor,UMCU
normal-RUMC,normal_017,33879,normal,RUMC
normal-UMCU,test_044,5643,normal,UMCU
normal-UMCU,test_044,16419,normal,UMCU
normal-RUMC,normal_017,32571,normal,RUMC
normal-UMCU,normal_138,24195,normal,UMCU
normal-RUMC,normal_027,29670,normal,RUMC
tumor-RUMC,tumor_055,56948,tumor,RUMC
tumor-UMCU,tumor_110,10553,tumor,UMCU
normal-UMCU,test_109,3976,normal,UMCU
tumor-RUMC,tumor_064,15419,tumor,RUMC
tumor-UMCU,test_113,28057,tumor,UMCU
normal-RUMC,test_056,37399,normal,RUMC
tumor-UMCU,test_114,15745,tumor,UMCU
normal-UMCU,normal_130,3942,normal,UMCU
tumor-UMCU,tumor_089,10823,tumor,UMCU
tumor-UMCU,test_073,40005,tumor,UMCU
normal-UMCU,normal_101,8304,normal,UMCU
normal-UMCU,test_109,31417,normal,UMCU
tumor-RUMC,tumor_039,55086,tumor,RUMC
normal-UMCU,normal_121,23327,normal,UMCU
tumor-RUMC,tumor_058,24959,tumor,RUMC
tumor-RUMC,tumor_044,57368,tumor,RUMC
normal-RUMC,normal_027,47380,normal,RUMC
normal-RUMC,test_081,64924,normal,RUMC
normal-RUMC,test_056,55928,normal,RUMC
normal-UMCU,test_109,34093,normal,UMCU
tumor-UMCU,tumor_072,29667,tumor,UMCU
normal-UMCU,normal_137,58723,normal,UMCU
tumor-RUMC,tumor_044,54711,tumor,RUMC
normal-UMCU,normal_137,16405,normal,UMCU
tumor-UMCU,test_026,11633,tumor,UMCU
normal-UMCU,normal_101,21575,normal,UMCU
normal-UMCU,normal_125,26949,normal,UMCU
tumor-UMCU,tumor_085,10218,tumor,UMCU
tumor-RUMC,tumor_058,37451,tumor,RUMC
normal-RUMC,test_081,45409,normal,RUMC
tumor-UMCU,tumor_109,33684,tumor,UMCU
normal-RUMC,normal_045,45947,normal,RUMC
tumor-UMCU,tumor_072,5861,tumor,UMCU
normal-UMCU,normal_138,42555,normal,UMCU
tumor-RUMC,tumor_047,26221,tumor,RUMC
normal-RUMC,test_035,33952,normal,RUMC
tumor-UMCU,test_105,34486,tumor,UMCU
tumor-UMCU,tumor_078,9015,tumor,UMCU
tumor-UMCU,tumor_072,6568,tumor,UMCU
normal-UMCU,normal_141,20245,normal,UMCU
tumor-RUMC,tumor_047,32410,tumor,RUMC
tumor-RUMC,tumor_068,31733,tumor,RUMC
normal-UMCU,test_109,23568,normal,UMCU
normal-RUMC,test_059,49534,normal,RUMC
normal-UMCU,normal_147,36579,normal,UMCU
tumor-RUMC,test_021,47843,tumor,RUMC
normal-RUMC,test_039,47822,normal,RUMC
tumor-RUMC,test_090,33749,tumor,RUMC
normal-UMCU,normal_112,45451,normal,UMCU
tumor-UMCU,test_026,9201,tumor,UMCU
normal-UMCU,normal_121,52590,normal,UMCU
normal-RUMC,normal_059,54118,normal,RUMC
normal-RUMC,test_056,62990,normal,RUMC
tumor-RUMC,tumor_044,45264,tumor,RUMC
normal-UMCU,normal_125,19839,normal,UMCU
tumor-UMCU,test_026,8367,tumor,UMCU
normal-RUMC,normal_061,61208,normal,RUMC
normal-UMCU,normal_121,51335,normal,UMCU
tumor-RUMC,tumor_046,32458,tumor,RUMC
normal-RUMC,normal_017,30414,normal,RUMC
normal-UMCU,normal_133,10955,normal,UMCU
tumor-RUMC,tumor_009,25775,tumor,RUMC
tumor-UMCU,tumor_078,20010,tumor,UMCU
tumor-UMCU,test_016,8855,tumor,UMCU
tumor-UMCU,tumor_090,13508,tumor,UMCU
tumor-UMCU,test_105,33350,tumor,UMCU
normal-UMCU,normal_112,13802,normal,UMCU
tumor-RUMC,tumor_046,15227,tumor,RUMC
normal-UMCU,normal_121,55423,normal,UMCU
normal-UMCU,normal_103,16543,normal,UMCU
tumor-UMCU,tumor_102,15055,tumor,UMCU
normal-UMCU,normal_147,44887,normal,UMCU
normal-RUMC,normal_059,54269,normal,RUMC
normal-RUMC,normal_035,36966,normal,RUMC
normal-RUMC,normal_027,48593,normal,RUMC
tumor-UMCU,tumor_109,34561,tumor,UMCU
tumor-RUMC,test_021,45654,tumor,RUMC
normal-RUMC,test_039,63264,normal,RUMC
tumor-UMCU,test_105,30818,tumor,UMCU
tumor-UMCU,tumor_089,12691,tumor,UMCU
tumor-UMCU,tumor_072,29489,tumor,UMCU
normal-UMCU,normal_141,16783,normal,UMCU
tumor-UMCU,test_113,19887,tumor,UMCU
normal-RUMC,normal_017,18787,normal,RUMC
normal-RUMC,normal_054,27903,normal,RUMC
tumor-UMCU,tumor_085,12491,tumor,UMCU
tumor-UMCU,tumor_088,11956,tumor,UMCU
tumor-RUMC,tumor_026,21008,tumor,RUMC
normal-RUMC,normal_027,31842,normal,RUMC
tumor-UMCU,tumor_110,11241,tumor,UMCU
tumor-UMCU,tumor_110,13181,tumor,UMCU
normal-RUMC,normal_017,46791,normal,RUMC
normal-UMCU,test_095,15169,normal,UMCU
normal-UMCU,normal_121,53307,normal,UMCU
tumor-RUMC,tumor_026,13257,tumor,RUMC
tumor-UMCU,tumor_110,15575,tumor,UMCU
tumor-UMCU,test_026,9391,tumor,UMCU
normal-RUMC,test_007,53877,normal,RUMC
normal-RUMC,test_007,71487,normal,RUMC
tumor-RUMC,test_068,32732,tumor,RUMC
normal-UMCU,test_044,5936,normal,UMCU
tumor-RUMC,tumor_016,35295,tumor,RUMC
normal-RUMC,test_039,17903,normal,RUMC
tumor-UMCU,tumor_102,19332,tumor,UMCU
normal-RUMC,test_059,46143,normal,RUMC
normal-UMCU,normal_121,51771,normal,UMCU
tumor-UMCU,tumor_078,15979,tumor,UMCU
normal-UMCU,normal_150,7683,normal,UMCU
tumor-RUMC,tumor_046,45392,tumor,RUMC
tumor-UMCU,tumor_078,18839,tumor,UMCU
normal-UMCU,normal_137,49841,normal,UMCU
tumor-UMCU,test_113,21760,tumor,UMCU
normal-UMCU,normal_138,40067,normal,UMCU
tumor-RUMC,tumor_039,51198,tumor,RUMC
tumor-UMCU,tumor_072,5870,tumor,UMCU
normal-UMCU,test_044,11048,normal,UMCU
tumor-UMCU,tumor_085,22309,tumor,UMCU
tumor-RUMC,tumor_039,51186,tumor,RUMC
normal-UMCU,normal_150,8728,normal,UMCU
normal-UMCU,normal_133,7155,normal,UMCU
normal-RUMC,normal_094,38066,normal,RUMC
tumor-RUMC,tumor_047,21295,tumor,RUMC
tumor-UMCU,tumor_102,19115,tumor,UMCU
normal-UMCU,normal_147,35678,normal,UMCU
normal-UMCU,normal_101,18250,normal,UMCU
normal-RUMC,normal_059,51674,normal,RUMC
normal-UMCU,normal_112,43133,normal,UMCU
tumor-UMCU,tumor_110,7182,tumor,UMCU
tumor-UMCU,tumor_089,29455,tumor,UMCU
normal-UMCU,normal_130,4832,normal,UMCU
tumor-RUMC,tumor_009,21504,tumor,RUMC
tumor-RUMC,tumor_046,44544,tumor,RUMC
tumor-UMCU,test_026,9398,tumor,UMCU
tumor-UMCU,tumor_085,19878,tumor,UMCU
normal-UMCU,normal_150,9368,normal,UMCU
normal-UMCU,normal_121,39017,normal,UMCU
normal-UMCU,test_034,21002,normal,UMCU
normal-UMCU,test_095,5545,normal,UMCU
normal-RUMC,test_081,56322,normal,RUMC
tumor-RUMC,tumor_054,51593,tumor,RUMC
normal-RUMC,normal_059,60329,normal,RUMC
tumor-UMCU,test_026,9995,tumor,UMCU
normal-UMCU,normal_112,13346,normal,UMCU
tumor-RUMC,tumor_011,64587,tumor,RUMC
tumor-RUMC,tumor_026,18332,tumor,RUMC
tumor-UMCU,tumor_085,11276,tumor,UMCU
normal-UMCU,normal_112,18415,normal,UMCU
normal-UMCU,normal_137,58108,normal,UMCU
normal-UMCU,normal_138,26415,normal,UMCU
normal-UMCU,test_109,5405,normal,UMCU
normal-UMCU,normal_116,12135,normal,UMCU
normal-RUMC,normal_054,23156,normal,RUMC
tumor-RUMC,tumor_064,14541,tumor,RUMC
normal-UMCU,test_095,4211,normal,UMCU
tumor-RUMC,tumor_047,64274,tumor,RUMC
normal-UMCU,normal_141,6234,normal,UMCU
tumor-UMCU,tumor_072,30888,tumor,UMCU
tumor-UMCU,tumor_101,6052,tumor,UMCU
normal-RUMC,normal_054,16229,normal,RUMC
tumor-UMCU,tumor_088,16341,tumor,UMCU
tumor-UMCU,test_026,7155,tumor,UMCU
tumor-UMCU,tumor_095,29946,tumor,UMCU
normal-RUMC,normal_064,56136,normal,RUMC
tumor-UMCU,test_105,30124,tumor,UMCU
normal-UMCU,test_034,18636,normal,UMCU
normal-UMCU,normal_133,13508,normal,UMCU
tumor-RUMC,tumor_058,21935,tumor,RUMC
normal-RUMC,test_059,50738,normal,RUMC
normal-RUMC,normal_094,48846,normal,RUMC
tumor-RUMC,tumor_054,38604,tumor,RUMC
normal-UMCU,normal_101,19173,normal,UMCU
normal-UMCU,normal_138,51544,normal,UMCU
normal-UMCU,test_095,4351,normal,UMCU
normal-UMCU,normal_137,10094,normal,UMCU
normal-UMCU,test_095,5793,normal,UMCU
normal-UMCU,normal_103,6202,normal,UMCU
tumor-RUMC,tumor_064,68380,tumor,RUMC
normal-UMCU,normal_121,15537,normal,UMCU
tumor-RUMC,tumor_046,16533,tumor,RUMC
tumor-UMCU,test_113,38495,tumor,UMCU
tumor-RUMC,tumor_046,37164,tumor,RUMC
normal-RUMC,normal_035,39547,normal,RUMC
tumor-RUMC,tumor_055,53917,tumor,RUMC
normal-RUMC,normal_064,17741,normal,RUMC
tumor-RUMC,tumor_011,62424,tumor,RUMC
tumor-RUMC,tumor_044,58236,tumor,RUMC
tumor-RUMC,tumor_044,38774,tumor,RUMC
normal-RUMC,test_059,29128,normal,RUMC
normal-RUMC,test_035,37354,normal,RUMC
tumor-RUMC,tumor_054,50318,tumor,RUMC
normal-RUMC,test_007,43028,normal,RUMC
tumor-RUMC,tumor_068,32589,tumor,RUMC
normal-UMCU,normal_121,52627,normal,UMCU
normal-RUMC,normal_017,45929,normal,RUMC
normal-UMCU,normal_138,10824,normal,UMCU
normal-RUMC,normal_045,46103,normal,RUMC
tumor-RUMC,test_040,60332,tumor,RUMC
normal-UMCU,normal_112,35345,normal,UMCU
normal-UMCU,test_095,6638,normal,UMCU
tumor-UMCU,test_105,16109,tumor,UMCU
normal-RUMC,test_039,17470,normal,RUMC
tumor-UMCU,tumor_088,45716,tumor,UMCU
normal-UMCU,normal_150,5543,normal,UMCU
tumor-UMCU,test_114,14223,tumor,UMCU
tumor-RUMC,tumor_016,31860,tumor,RUMC
normal-RUMC,test_035,67625,normal,RUMC
tumor-RUMC,tumor_044,51327,tumor,RUMC
tumor-RUMC,test_021,60326,tumor,RUMC
tumor-RUMC,tumor_044,53059,tumor,RUMC
tumor-RUMC,tumor_058,22367,tumor,RUMC
tumor-RUMC,tumor_054,19224,tumor,RUMC
normal-UMCU,normal_125,21731,normal,UMCU
normal-UMCU,normal_150,8614,normal,UMCU
normal-UMCU,normal_121,17667,normal,UMCU
tumor-UMCU,tumor_110,7252,tumor,UMCU
normal-RUMC,normal_059,59901,normal,RUMC
normal-RUMC,normal_035,43872,normal,RUMC
tumor-UMCU,test_073,34924,tumor,UMCU
tumor-RUMC,tumor_047,45222,tumor,RUMC
normal-RUMC,test_039,62823,normal,RUMC
tumor-RUMC,tumor_068,35866,tumor,RUMC
normal-RUMC,test_039,37024,normal,RUMC
normal-RUMC,normal_017,31285,normal,RUMC
tumor-RUMC,test_021,63372,tumor,RUMC
normal-RUMC,normal_064,60805,normal,RUMC
tumor-RUMC,tumor_055,53482,tumor,RUMC
normal-UMCU,normal_147,8864,normal,UMCU
normal-UMCU,test_044,17902,normal,UMCU
tumor-RUMC,tumor_055,47439,tumor,RUMC
tumor-RUMC,tumor_026,22224,tumor,RUMC
normal-UMCU,normal_103,17613,normal,UMCU
tumor-UMCU,test_105,23366,tumor,UMCU
normal-UMCU,normal_112,25076,normal,UMCU
normal-RUMC,normal_064,56188,normal,RUMC
tumor-UMCU,tumor_095,10456,tumor,UMCU
normal-RUMC,normal_054,23581,normal,RUMC
tumor-RUMC,test_068,40936,tumor,RUMC
tumor-UMCU,test_114,12253,tumor,UMCU
normal-UMCU,normal_112,35192,normal,UMCU
tumor-UMCU,tumor_088,45068,tumor,UMCU
tumor-UMCU,tumor_090,14602,tumor,UMCU
normal-UMCU,normal_101,24888,normal,UMCU
tumor-UMCU,test_016,20158,tumor,UMCU
tumor-RUMC,tumor_009,64273,tumor,RUMC
normal-RUMC,normal_054,44255,normal,RUMC
normal-UMCU,normal_137,47946,normal,UMCU
normal-UMCU,normal_101,13116,normal,UMCU
normal-UMCU,test_034,9921,normal,UMCU
tumor-RUMC,test_090,23203,tumor,RUMC
tumor-RUMC,tumor_016,25383,tumor,RUMC
normal-UMCU,normal_116,12116,normal,UMCU
tumor-RUMC,tumor_039,41250,tumor,RUMC
tumor-RUMC,tumor_058,40476,tumor,RUMC
tumor-RUMC,tumor_064,21351,tumor,RUMC
tumor-RUMC,test_021,48242,tumor,RUMC
tumor-RUMC,tumor_011,46883,tumor,RUMC
tumor-UMCU,tumor_101,7590,tumor,UMCU
tumor-RUMC,tumor_054,43354,tumor,RUMC
normal-UMCU,normal_141,5589,normal,UMCU
normal-RUMC,normal_035,42080,normal,RUMC
tumor-UMCU,test_073,19626,tumor,UMCU
normal-UMCU,normal_150,11738,normal,UMCU
tumor-UMCU,test_026,7977,tumor,UMCU
tumor-UMCU,tumor_089,13356,tumor,UMCU
tumor-RUMC,test_040,48647,tumor,RUMC
normal-UMCU,normal_147,46231,normal,UMCU
tumor-RUMC,test_040,46898,tumor,RUMC
normal-RUMC,test_081,58326,normal,RUMC
normal-UMCU,normal_103,5637,normal,UMCU
tumor-UMCU,tumor_078,14889,tumor,UMCU
tumor-RUMC,tumor_058,40469,tumor,RUMC
normal-RUMC,test_007,23494,normal,RUMC
tumor-RUMC,test_021,49059,tumor,RUMC
normal-UMCU,normal_137,59687,normal,UMCU
tumor-UMCU,tumor_088,14461,tumor,UMCU
tumor-RUMC,test_040,52540,tumor,RUMC
tumor-UMCU,tumor_085,20569,tumor,UMCU
tumor-RUMC,tumor_058,36581,tumor,RUMC
normal-RUMC,normal_097,37602,normal,RUMC
normal-RUMC,normal_097,66862,normal,RUMC
normal-UMCU,normal_103,16608,normal,UMCU
tumor-RUMC,tumor_026,24391,tumor,RUMC
normal-UMCU,test_034,8823,normal,UMCU
tumor-RUMC,test_090,39946,tumor,RUMC
tumor-UMCU,tumor_088,14108,tumor,UMCU
normal-RUMC,normal_035,32582,normal,RUMC
tumor-UMCU,tumor_095,21586,tumor,UMCU
normal-UMCU,normal_141,19154,normal,UMCU
normal-RUMC,test_056,27964,normal,RUMC
tumor-UMCU,test_114,13562,tumor,UMCU
tumor-RUMC,tumor_064,21352,tumor,RUMC
normal-UMCU,normal_103,3759,normal,UMCU
tumor-UMCU,tumor_090,15256,tumor,UMCU
normal-UMCU,normal_150,7107,normal,UMCU
tumor-UMCU,test_073,42012,tumor,UMCU
normal-UMCU,normal_150,8842,normal,UMCU
tumor-RUMC,tumor_026,50744,tumor,RUMC
normal-RUMC,test_007,22750,normal,RUMC
normal-UMCU,test_109,4195,normal,UMCU
tumor-RUMC,test_040,51672,tumor,RUMC
tumor-UMCU,test_105,25208,tumor,UMCU
normal-RUMC,test_039,64126,normal,RUMC
normal-RUMC,test_035,22662,normal,RUMC
tumor-RUMC,test_040,24010,tumor,RUMC
normal-RUMC,normal_017,18357,normal,RUMC
tumor-UMCU,tumor_109,33345,tumor,UMCU
tumor-UMCU,test_016,3542,tumor,UMCU
normal-RUMC,normal_017,38190,normal,RUMC
normal-RUMC,normal_059,50809,normal,RUMC
tumor-RUMC,tumor_009,13046,tumor,RUMC
tumor-UMCU,tumor_078,30745,tumor,UMCU
tumor-UMCU,tumor_090,15913,tumor,UMCU
normal-UMCU,normal_112,33677,normal,UMCU
normal-UMCU,normal_125,19257,normal,UMCU
tumor-UMCU,tumor_085,26870,tumor,UMCU
normal-RUMC,normal_035,38194,normal,RUMC
normal-RUMC,normal_027,58567,normal,RUMC
normal-UMCU,normal_101,11545,normal,UMCU
normal-RUMC,normal_061,29606,normal,RUMC
tumor-UMCU,tumor_101,7168,tumor,UMCU
tumor-RUMC,tumor_068,33842,tumor,RUMC
tumor-RUMC,test_040,22271,tumor,RUMC
tumor-RUMC,tumor_016,34869,tumor,RUMC
normal-RUMC,test_059,60489,normal,RUMC
tumor-RUMC,tumor_068,34602,tumor,RUMC
normal-UMCU,normal_137,39319,normal,UMCU
tumor-RUMC,tumor_064,16713,tumor,RUMC
tumor-RUMC,tumor_064,17146,tumor,RUMC
normal-UMCU,normal_103,9003,normal,UMCU
normal-UMCU,normal_125,16213,normal,UMCU
normal-UMCU,normal_147,46608,normal,UMCU
tumor-UMCU,tumor_090,15464,tumor,UMCU
tumor-UMCU,tumor_089,10825,tumor,UMCU
tumor-UMCU,test_026,12043,tumor,UMCU
normal-RUMC,test_007,24804,normal,RUMC
normal-UMCU,normal_121,51555,normal,UMCU
tumor-UMCU,tumor_102,56651,tumor,UMCU
normal-UMCU,normal_141,21069,normal,UMCU
tumor-UMCU,tumor_110,6490,tumor,UMCU
tumor-RUMC,tumor_046,29836,tumor,RUMC
tumor-RUMC,tumor_064,68373,tumor,RUMC
tumor-UMCU,test_113,19242,tumor,UMCU
normal-UMCU,normal_141,3116,normal,UMCU
tumor-UMCU,tumor_102,16671,tumor,UMCU
tumor-RUMC,test_040,46897,tumor,RUMC
normal-UMCU,normal_138,44582,normal,UMCU
normal-RUMC,normal_054,26622,normal,RUMC
normal-RUMC,normal_097,58132,normal,RUMC
normal-RUMC,normal_035,48612,normal,RUMC
normal-UMCU,normal_130,4249,normal,UMCU
normal-RUMC,normal_027,65022,normal,RUMC
normal-RUMC,normal_059,29528,normal,RUMC
tumor-RUMC,tumor_016,33995,tumor,RUMC
normal-UMCU,test_044,8430,normal,UMCU
normal-RUMC,test_107,52087,normal,RUMC
tumor-RUMC,test_040,22280,tumor,RUMC
tumor-RUMC,tumor_058,29724,tumor,RUMC
tumor-UMCU,tumor_101,7870,tumor,UMCU
tumor-RUMC,tumor_064,13671,tumor,RUMC
tumor-UMCU,test_105,30057,tumor,UMCU
normal-UMCU,normal_138,39626,normal,UMCU
normal-RUMC,test_059,57951,normal,RUMC
normal-UMCU,normal_141,17445,normal,UMCU
normal-RUMC,test_035,56001,normal,RUMC
tumor-UMCU,tumor_088,16689,tumor,UMCU
normal-RUMC,normal_061,67700,normal,RUMC
normal-RUMC,normal_035,23118,normal,RUMC
tumor-RUMC,test_068,40508,tumor,RUMC
normal-RUMC,normal_059,55129,normal,RUMC
tumor-RUMC,tumor_009,62161,tumor,RUMC
normal-UMCU,normal_141,4035,normal,UMCU
normal-RUMC,test_039,59374,normal,RUMC
normal-UMCU,normal_147,8155,normal,UMCU
normal-UMCU,test_044,11061,normal,UMCU
tumor-RUMC,test_040,51234,tumor,RUMC
normal-RUMC,normal_061,64963,normal,RUMC
normal-UMCU,normal_121,56758,normal,UMCU
tumor-UMCU,tumor_102,14250,tumor,UMCU
normal-RUMC,normal_061,57418,normal,RUMC
normal-RUMC,test_081,62618,normal,RUMC
tumor-RUMC,tumor_054,39908,tumor,RUMC
tumor-RUMC,tumor_064,69669,tumor,RUMC
tumor-RUMC,tumor_046,48861,tumor,RUMC
normal-UMCU,normal_101,16788,normal,UMCU
tumor-RUMC,tumor_039,56827,tumor,RUMC
normal-UMCU,normal_103,8116,normal,UMCU
tumor-RUMC,test_040,59463,tumor,RUMC
normal-RUMC,normal_017,34725,normal,RUMC
normal-UMCU,normal_141,21147,normal,UMCU
normal-RUMC,test_035,39512,normal,RUMC
normal-RUMC,normal_017,31286,normal,RUMC
tumor-RUMC,tumor_064,11092,tumor,RUMC
normal-UMCU,test_109,12360,normal,UMCU
tumor-RUMC,test_021,33095,tumor,RUMC
normal-RUMC,test_081,37368,normal,RUMC
tumor-UMCU,tumor_095,24075,tumor,UMCU
tumor-RUMC,tumor_064,13678,tumor,RUMC
tumor-RUMC,tumor_011,65021,tumor,RUMC
tumor-UMCU,tumor_101,11258,tumor,UMCU
normal-RUMC,test_039,59381,normal,RUMC
normal-UMCU,normal_137,7387,normal,UMCU
tumor-UMCU,tumor_102,56874,tumor,UMCU
tumor-RUMC,tumor_046,32013,tumor,RUMC
tumor-RUMC,tumor_058,22369,tumor,RUMC
normal-UMCU,normal_141,2337,normal,UMCU
normal-UMCU,normal_130,14283,normal,UMCU
tumor-RUMC,tumor_044,67314,tumor,RUMC
normal-UMCU,normal_138,24450,normal,UMCU
tumor-RUMC,test_021,38758,tumor,RUMC
normal-UMCU,test_095,16393,normal,UMCU
normal-RUMC,test_107,49077,normal,RUMC
normal-UMCU,normal_147,15365,normal,UMCU
tumor-RUMC,tumor_055,53471,tumor,RUMC
tumor-UMCU,tumor_090,16983,tumor,UMCU
normal-RUMC,normal_017,33434,normal,RUMC
tumor-UMCU,test_114,12252,tumor,UMCU
tumor-RUMC,tumor_046,15229,tumor,RUMC
tumor-RUMC,tumor_058,37875,tumor,RUMC
tumor-UMCU,tumor_085,11799,tumor,UMCU
tumor-RUMC,tumor_016,32714,tumor,RUMC
tumor-UMCU,tumor_090,18275,tumor,UMCU
normal-RUMC,normal_061,21751,normal,RUMC
normal-UMCU,normal_121,20251,normal,UMCU
normal-RUMC,normal_027,58560,normal,RUMC
tumor-UMCU,tumor_089,7679,tumor,UMCU
normal-UMCU,test_109,31566,normal,UMCU
tumor-RUMC,tumor_044,59537,tumor,RUMC
tumor-RUMC,tumor_054,51587,tumor,RUMC
tumor-RUMC,tumor_044,42202,tumor,RUMC
normal-UMCU,normal_137,28129,normal,UMCU
normal-UMCU,normal_101,19724,normal,UMCU
normal-RUMC,test_056,56848,normal,RUMC
normal-UMCU,normal_130,18823,normal,UMCU
normal-UMCU,normal_150,4482,normal,UMCU
normal-UMCU,normal_141,15603,normal,UMCU
tumor-RUMC,tumor_011,63734,tumor,RUMC
normal-RUMC,normal_054,15388,normal,RUMC
tumor-RUMC,tumor_026,27413,tumor,RUMC
tumor-UMCU,tumor_095,28477,tumor,UMCU
tumor-UMCU,test_105,11591,tumor,UMCU
tumor-RUMC,tumor_058,28006,tumor,RUMC
